prayerId,cityId,cityNameAR,cityNameEN,month,day,date,fajr,sunrise,dhuhr,asr,maghrib,isha
8804,25,الجغبوب,Aljaghbub,1,20,01-20,05:47:00,07:17:00,12:36:00,15:28:00,17:53:00,19:23:00
8805,25,الجغبوب,Aljaghbub,1,21,01-21,05:47:00,07:16:00,12:37:00,15:29:00,17:54:00,19:24:00
8806,25,الجغبوب,Aljaghbub,1,22,01-22,05:47:00,07:16:00,12:37:00,15:30:00,17:55:00,19:25:00
8807,25,الجغبوب,Aljaghbub,1,23,01-23,05:47:00,07:16:00,12:37:00,15:31:00,17:55:00,19:25:00
8808,25,الجغبوب,Aljaghbub,1,24,01-24,05:46:00,07:15:00,12:38:00,15:31:00,17:56:00,19:26:00
8809,25,الجغبوب,Aljaghbub,1,25,01-25,05:46:00,07:15:00,12:38:00,15:32:00,17:57:00,19:26:00
8810,25,الجغبوب,Aljaghbub,1,26,01-26,05:46:00,07:15:00,12:38:00,15:33:00,17:58:00,19:27:00
8811,25,الجغبوب,Aljaghbub,1,27,01-27,05:46:00,07:14:00,12:38:00,15:34:00,17:59:00,19:28:00
8812,25,الجغبوب,Aljaghbub,1,28,01-28,05:46:00,07:14:00,12:38:00,15:34:00,18:00:00,19:29:00
8813,25,الجغبوب,Aljaghbub,1,29,01-29,05:45:00,07:13:00,12:39:00,15:35:00,18:01:00,19:30:00
8814,25,الجغبوب,Aljaghbub,1,30,01-30,05:44:00,07:13:00,12:39:00,15:36:00,18:01:00,19:31:00
8815,25,الجغبوب,Aljaghbub,1,31,01-31,05:44:00,07:12:00,12:39:00,15:37:00,18:01:00,19:32:00
8816,25,الجغبوب,Aljaghbub,2,1,02-01,05:43:00,07:12:00,12:39:00,15:37:00,18:03:00,19:33:00
8817,25,الجغبوب,Aljaghbub,2,2,02-02,05:43:00,07:12:00,12:39:00,15:38:00,18:04:00,19:34:00
8818,25,الجغبوب,Aljaghbub,2,3,02-03,05:43:00,07:11:00,12:39:00,15:39:00,18:05:00,19:35:00
8819,25,الجغبوب,Aljaghbub,2,4,02-04,05:42:00,07:10:00,12:40:00,15:39:00,18:06:00,19:36:00
8820,25,الجغبوب,Aljaghbub,2,5,02-05,05:42:00,07:10:00,12:40:00,15:40:00,18:07:00,19:37:00
8821,25,الجغبوب,Aljaghbub,2,6,02-06,05:42:00,07:08:00,12:40:00,15:41:00,18:07:00,19:37:00
8822,25,الجغبوب,Aljaghbub,2,7,02-07,05:41:00,07:08:00,12:40:00,15:41:00,18:08:00,19:38:00
8823,25,الجغبوب,Aljaghbub,2,8,02-08,05:40:00,07:07:00,12:40:00,15:42:00,18:09:00,19:39:00
8824,25,الجغبوب,Aljaghbub,2,9,02-09,05:40:00,07:06:00,12:40:00,15:43:00,18:10:00,19:40:00
8825,25,الجغبوب,Aljaghbub,2,10,02-10,05:39:00,07:06:00,12:40:00,15:43:00,18:11:00,19:41:00
8826,25,الجغبوب,Aljaghbub,2,11,02-11,05:38:00,07:05:00,12:40:00,15:44:00,18:12:00,19:42:00
8827,25,الجغبوب,Aljaghbub,2,12,02-12,05:38:00,07:04:00,12:40:00,15:44:00,18:12:00,19:42:00
8828,25,الجغبوب,Aljaghbub,2,13,02-13,05:37:00,07:03:00,12:40:00,15:45:00,18:13:00,19:43:00
8829,25,الجغبوب,Aljaghbub,2,14,02-14,05:36:00,07:02:00,12:40:00,15:46:00,18:14:00,19:44:00
8830,25,الجغبوب,Aljaghbub,2,15,02-15,05:36:00,07:01:00,12:40:00,15:46:00,18:15:00,19:45:00
8831,25,الجغبوب,Aljaghbub,2,16,02-16,05:35:00,07:01:00,12:40:00,15:47:00,18:16:00,19:46:00
8832,25,الجغبوب,Aljaghbub,2,17,02-17,05:34:00,07:00:00,12:40:00,15:47:00,18:16:00,19:46:00
8833,25,الجغبوب,Aljaghbub,2,18,02-18,05:33:00,06:59:00,12:40:00,15:48:00,18:17:00,19:47:00
8834,25,الجغبوب,Aljaghbub,2,19,02-19,05:33:00,06:58:00,12:40:00,15:48:00,18:18:00,19:48:00
8835,25,الجغبوب,Aljaghbub,2,20,02-20,05:32:00,06:57:00,12:40:00,15:49:00,18:19:00,19:49:00
8836,25,الجغبوب,Aljaghbub,2,21,02-21,05:31:00,06:56:00,12:39:00,15:49:00,18:19:00,19:49:00
8837,25,الجغبوب,Aljaghbub,2,22,02-22,05:30:00,06:55:00,12:39:00,15:50:00,18:20:00,19:50:00
8838,25,الجغبوب,Aljaghbub,2,23,02-23,05:29:00,06:54:00,12:39:00,15:50:00,18:21:00,19:51:00
8839,25,الجغبوب,Aljaghbub,2,24,02-24,05:28:00,06:53:00,12:39:00,15:50:00,18:22:00,19:52:00
8840,25,الجغبوب,Aljaghbub,2,25,02-25,05:27:00,06:52:00,12:39:00,15:51:00,18:22:00,19:52:00
8841,25,الجغبوب,Aljaghbub,2,26,02-26,05:26:00,06:51:00,12:39:00,15:51:00,18:23:00,19:53:00
8842,25,الجغبوب,Aljaghbub,2,27,02-27,05:25:00,06:50:00,12:39:00,15:52:00,18:24:00,19:54:00
8843,25,الجغبوب,Aljaghbub,2,28,02-28,05:24:00,06:49:00,12:38:00,15:52:00,18:25:00,19:55:00
8844,25,الجغبوب,Aljaghbub,2,29,02-29,05:23:00,06:49:00,12:38:00,15:52:00,18:25:00,19:55:00
8845,25,الجغبوب,Aljaghbub,3,1,03-01,05:22:00,06:48:00,12:38:00,15:52:00,18:26:00,19:56:00
8846,25,الجغبوب,Aljaghbub,3,2,03-02,05:21:00,06:47:00,12:38:00,15:53:00,18:27:00,19:57:00
8847,25,الجغبوب,Aljaghbub,3,3,03-03,05:20:00,06:46:00,12:38:00,15:53:00,18:27:00,19:57:00
8848,25,الجغبوب,Aljaghbub,3,4,03-04,05:19:00,06:44:00,12:38:00,15:53:00,18:28:00,19:58:00
8849,25,الجغبوب,Aljaghbub,3,5,03-05,05:18:00,06:43:00,12:37:00,15:53:00,18:29:00,19:59:00
8850,25,الجغبوب,Aljaghbub,3,6,03-06,05:17:00,06:42:00,12:37:00,15:54:00,18:29:00,19:59:00
8851,25,الجغبوب,Aljaghbub,3,7,03-07,05:16:00,06:41:00,12:37:00,15:54:00,18:30:00,20:00:00
8852,25,الجغبوب,Aljaghbub,3,8,03-08,05:15:00,06:40:00,12:37:00,15:54:00,18:31:00,20:01:00
8853,25,الجغبوب,Aljaghbub,3,9,03-09,05:14:00,06:39:00,12:36:00,15:54:00,18:31:00,20:01:00
8854,25,الجغبوب,Aljaghbub,3,10,03-10,05:14:00,06:38:00,12:36:00,15:55:00,18:32:00,20:02:00
8855,25,الجغبوب,Aljaghbub,3,11,03-11,05:11:00,06:36:00,12:36:00,15:55:00,18:32:00,20:02:00
8856,25,الجغبوب,Aljaghbub,3,12,03-12,05:10:00,06:35:00,12:35:00,15:55:00,18:33:00,20:03:00
8857,25,الجغبوب,Aljaghbub,3,13,03-13,05:08:00,06:34:00,12:35:00,15:55:00,18:34:00,20:04:00
8858,25,الجغبوب,Aljaghbub,3,14,03-14,05:07:00,06:33:00,12:35:00,15:55:00,18:35:00,20:05:00
8859,25,الجغبوب,Aljaghbub,3,15,03-15,05:06:00,06:32:00,12:35:00,15:56:00,18:35:00,20:05:00
8860,25,الجغبوب,Aljaghbub,3,16,03-16,05:04:00,06:30:00,12:34:00,15:56:00,18:36:00,20:06:00
8861,25,الجغبوب,Aljaghbub,3,17,03-17,05:03:00,06:29:00,12:34:00,15:56:00,18:36:00,20:06:00
8862,25,الجغبوب,Aljaghbub,3,18,03-18,05:02:00,06:28:00,12:34:00,15:56:00,18:37:00,20:07:00
8863,25,الجغبوب,Aljaghbub,3,19,03-19,05:01:00,06:27:00,12:33:00,15:56:00,18:38:00,20:08:00
8864,25,الجغبوب,Aljaghbub,3,20,03-20,05:00:00,06:26:00,12:33:00,15:56:00,18:38:00,20:08:00
8865,25,الجغبوب,Aljaghbub,3,21,03-21,04:58:00,06:24:00,12:33:00,15:56:00,18:39:00,20:09:00
8866,25,الجغبوب,Aljaghbub,3,22,03-22,04:57:00,06:23:00,12:32:00,15:56:00,18:40:00,20:10:00
8867,25,الجغبوب,Aljaghbub,3,23,03-23,04:56:00,06:22:00,12:32:00,15:56:00,18:40:00,20:10:00
8868,25,الجغبوب,Aljaghbub,3,24,03-24,04:54:00,06:21:00,12:32:00,15:56:00,18:41:00,20:11:00
8869,25,الجغبوب,Aljaghbub,3,25,03-25,04:53:00,06:19:00,12:31:00,15:56:00,18:41:00,20:11:00
8870,25,الجغبوب,Aljaghbub,3,26,03-26,04:51:00,06:18:00,12:31:00,15:57:00,18:42:00,20:12:00
8871,25,الجغبوب,Aljaghbub,3,27,03-27,04:50:00,06:17:00,12:31:00,15:57:00,18:43:00,20:13:00
8872,25,الجغبوب,Aljaghbub,3,28,03-28,04:49:00,06:16:00,12:31:00,15:57:00,18:43:00,20:13:00
8873,25,الجغبوب,Aljaghbub,3,29,03-29,04:47:00,06:15:00,12:30:00,15:57:00,18:44:00,20:14:00
8874,25,الجغبوب,Aljaghbub,3,30,03-30,04:46:00,06:13:00,12:30:00,15:57:00,18:44:00,20:14:00
8875,25,الجغبوب,Aljaghbub,3,31,03-31,04:45:00,06:12:00,12:30:00,15:57:00,18:45:00,20:15:00
8876,25,الجغبوب,Aljaghbub,4,1,04-01,04:44:00,06:11:00,12:29:00,15:57:00,18:46:00,20:16:00
8877,25,الجغبوب,Aljaghbub,4,2,04-02,04:43:00,06:10:00,12:29:00,15:57:00,18:46:00,20:16:00
8878,25,الجغبوب,Aljaghbub,4,3,04-03,04:41:00,06:09:00,12:29:00,15:57:00,18:47:00,20:17:00
8879,25,الجغبوب,Aljaghbub,4,4,04-04,04:40:00,06:07:00,12:28:00,15:56:00,18:47:00,20:17:00
8880,25,الجغبوب,Aljaghbub,4,5,04-05,04:38:00,06:06:00,12:28:00,15:56:00,18:48:00,20:18:00
8881,25,الجغبوب,Aljaghbub,4,6,04-06,04:37:00,06:05:00,12:28:00,15:56:00,18:49:00,20:19:00
8882,25,الجغبوب,Aljaghbub,4,7,04-07,04:36:00,06:04:00,12:27:00,15:56:00,18:49:00,20:19:00
8883,25,الجغبوب,Aljaghbub,4,8,04-08,04:34:00,06:03:00,12:27:00,15:56:00,18:50:00,20:20:00
8884,25,الجغبوب,Aljaghbub,4,9,04-09,04:32:00,06:01:00,12:27:00,15:56:00,18:51:00,20:21:00
8885,25,الجغبوب,Aljaghbub,4,10,04-10,04:31:00,06:00:00,12:27:00,15:56:00,18:51:00,20:21:00
8886,25,الجغبوب,Aljaghbub,4,11,04-11,04:30:00,05:59:00,12:26:00,15:56:00,18:52:00,20:22:00
8887,25,الجغبوب,Aljaghbub,4,12,04-12,04:29:00,05:58:00,12:26:00,15:56:00,18:52:00,20:22:00
8888,25,الجغبوب,Aljaghbub,4,13,04-13,04:27:00,05:57:00,12:26:00,15:56:00,18:53:00,20:23:00
8889,25,الجغبوب,Aljaghbub,4,14,04-14,04:26:00,05:56:00,12:26:00,15:56:00,18:53:00,20:23:00
8890,25,الجغبوب,Aljaghbub,4,15,04-15,04:24:00,05:55:00,12:25:00,15:56:00,18:54:00,20:24:00
8891,25,الجغبوب,Aljaghbub,4,16,04-16,04:23:00,05:54:00,12:25:00,15:56:00,18:55:00,20:25:00
8892,25,الجغبوب,Aljaghbub,4,17,04-17,04:22:00,05:53:00,12:25:00,15:56:00,18:55:00,20:25:00
8893,25,الجغبوب,Aljaghbub,4,18,04-18,04:21:00,05:51:00,12:25:00,15:56:00,18:56:00,20:26:00
8894,25,الجغبوب,Aljaghbub,4,19,04-19,04:20:00,05:50:00,12:24:00,15:56:00,18:56:00,20:26:00
8895,25,الجغبوب,Aljaghbub,4,20,04-20,04:18:00,05:49:00,12:24:00,15:55:00,18:57:00,20:27:00
8896,25,الجغبوب,Aljaghbub,4,21,04-21,04:17:00,05:48:00,12:24:00,15:55:00,18:58:00,20:28:00
8897,25,الجغبوب,Aljaghbub,4,22,04-22,04:16:00,05:47:00,12:24:00,15:55:00,18:58:00,20:28:00
8898,25,الجغبوب,Aljaghbub,4,23,04-23,04:14:00,05:46:00,12:24:00,15:55:00,18:59:00,20:29:00
8899,25,الجغبوب,Aljaghbub,4,24,04-24,04:13:00,05:45:00,12:23:00,15:55:00,19:00:00,20:30:00
8900,25,الجغبوب,Aljaghbub,4,25,04-25,04:12:00,05:44:00,12:23:00,15:55:00,19:00:00,20:30:00
8901,25,الجغبوب,Aljaghbub,4,26,04-26,04:11:00,05:43:00,12:23:00,15:55:00,19:01:00,20:31:00
8902,25,الجغبوب,Aljaghbub,4,27,04-27,04:10:00,05:42:00,12:23:00,15:55:00,19:01:00,20:31:00
8903,25,الجغبوب,Aljaghbub,4,28,04-28,04:08:00,05:42:00,12:23:00,15:55:00,19:02:00,20:32:00
8904,25,الجغبوب,Aljaghbub,4,29,04-29,04:07:00,05:41:00,12:23:00,15:55:00,19:02:00,20:33:00
8905,25,الجغبوب,Aljaghbub,4,30,04-30,04:06:00,05:40:00,12:22:00,15:55:00,19:03:00,20:33:00
8906,25,الجغبوب,Aljaghbub,5,1,05-01,04:05:00,05:39:00,12:22:00,15:55:00,19:04:00,20:34:00
8907,25,الجغبوب,Aljaghbub,5,2,05-02,04:04:00,05:38:00,12:22:00,15:55:00,19:05:00,20:35:00
8908,25,الجغبوب,Aljaghbub,5,3,05-03,04:03:00,05:37:00,12:22:00,15:54:00,19:05:00,20:35:00
8909,25,الجغبوب,Aljaghbub,5,4,05-04,04:01:00,05:36:00,12:22:00,15:54:00,19:06:00,20:36:00
8910,25,الجغبوب,Aljaghbub,5,5,05-05,04:00:00,05:36:00,12:22:00,15:54:00,19:07:00,20:37:00
8911,25,الجغبوب,Aljaghbub,5,6,05-06,03:59:00,05:35:00,12:22:00,15:54:00,19:07:00,20:37:00
8912,25,الجغبوب,Aljaghbub,5,7,05-07,03:57:00,05:34:00,12:22:00,15:54:00,19:08:00,20:38:00
8913,25,الجغبوب,Aljaghbub,5,8,05-08,03:56:00,05:33:00,12:22:00,15:54:00,19:09:00,20:39:00
8914,25,الجغبوب,Aljaghbub,5,9,05-09,03:55:00,05:32:00,12:22:00,15:54:00,19:09:00,20:39:00
8915,25,الجغبوب,Aljaghbub,5,10,05-10,03:54:00,05:32:00,12:22:00,15:54:00,19:10:00,20:40:00
8916,25,الجغبوب,Aljaghbub,5,11,05-11,03:53:00,05:31:00,12:22:00,15:54:00,19:10:00,20:40:00
8917,25,الجغبوب,Aljaghbub,5,12,05-12,03:52:00,05:30:00,12:22:00,15:54:00,19:11:00,20:41:00
8918,25,الجغبوب,Aljaghbub,5,13,05-13,03:51:00,05:30:00,12:22:00,15:54:00,19:12:00,20:42:00
8919,25,الجغبوب,Aljaghbub,5,14,05-14,03:50:00,05:29:00,12:22:00,15:54:00,19:12:00,20:42:00
8920,25,الجغبوب,Aljaghbub,5,15,05-15,03:49:00,05:29:00,12:22:00,15:54:00,19:13:00,20:43:00
8921,25,الجغبوب,Aljaghbub,5,16,05-16,03:49:00,05:28:00,12:22:00,15:54:00,19:14:00,20:44:00
8922,25,الجغبوب,Aljaghbub,5,17,05-17,03:48:00,05:27:00,12:22:00,15:54:00,19:14:00,20:44:00
8923,25,الجغبوب,Aljaghbub,5,18,05-18,03:47:00,05:27:00,12:22:00,15:54:00,19:15:00,20:45:00
8924,25,الجغبوب,Aljaghbub,5,19,05-19,03:46:00,05:26:00,12:22:00,15:54:00,19:16:00,20:46:00
8925,25,الجغبوب,Aljaghbub,5,20,05-20,03:45:00,05:26:00,12:22:00,15:54:00,19:16:00,20:46:00
8926,25,الجغبوب,Aljaghbub,5,21,05-21,03:44:00,05:25:00,12:22:00,15:54:00,19:17:00,20:47:00
8927,25,الجغبوب,Aljaghbub,5,22,05-22,03:44:00,05:25:00,12:22:00,15:54:00,19:18:00,20:48:00
8928,25,الجغبوب,Aljaghbub,5,23,05-23,03:43:00,05:24:00,12:22:00,15:54:00,19:18:00,20:48:00
8929,25,الجغبوب,Aljaghbub,5,24,05-24,03:42:00,05:24:00,12:22:00,15:54:00,19:19:00,20:49:00
8930,25,الجغبوب,Aljaghbub,5,25,05-25,03:42:00,05:24:00,12:22:00,15:54:00,19:19:00,20:49:00
8931,25,الجغبوب,Aljaghbub,5,26,05-26,03:41:00,05:23:00,12:22:00,15:54:00,19:20:00,20:50:00
8932,25,الجغبوب,Aljaghbub,5,27,05-27,03:40:00,05:23:00,12:23:00,15:54:00,19:21:00,20:51:00
8933,25,الجغبوب,Aljaghbub,5,28,05-28,03:40:00,05:23:00,12:23:00,15:54:00,19:21:00,20:51:00
8934,25,الجغبوب,Aljaghbub,5,29,05-29,03:39:00,05:22:00,12:23:00,15:54:00,19:22:00,20:52:00
8935,25,الجغبوب,Aljaghbub,5,30,05-30,03:38:00,05:22:00,12:23:00,15:54:00,19:22:00,20:52:00
8936,25,الجغبوب,Aljaghbub,5,31,05-31,03:38:00,05:22:00,12:23:00,15:55:00,19:23:00,20:53:00
8937,25,الجغبوب,Aljaghbub,6,1,06-01,03:38:00,05:21:00,12:23:00,15:55:00,19:23:00,20:53:00
8938,25,الجغبوب,Aljaghbub,6,2,06-02,03:37:00,05:21:00,12:23:00,15:55:00,19:24:00,20:54:00
8939,25,الجغبوب,Aljaghbub,6,3,06-03,03:37:00,05:21:00,12:24:00,15:55:00,19:24:00,20:54:00
8940,25,الجغبوب,Aljaghbub,6,4,06-04,03:36:00,05:21:00,12:24:00,15:55:00,19:25:00,20:55:00
8941,25,الجغبوب,Aljaghbub,6,5,06-05,03:36:00,05:21:00,12:24:00,15:55:00,19:25:00,20:55:00
8942,25,الجغبوب,Aljaghbub,6,6,06-06,03:36:00,05:21:00,12:24:00,15:55:00,19:26:00,20:56:00
8943,25,الجغبوب,Aljaghbub,6,7,06-07,03:36:00,05:20:00,12:24:00,15:55:00,19:26:00,20:56:00
8944,25,الجغبوب,Aljaghbub,6,8,06-08,03:35:00,05:20:00,12:24:00,15:55:00,19:27:00,20:57:00
8945,25,الجغبوب,Aljaghbub,6,9,06-09,03:35:00,05:20:00,12:25:00,15:56:00,19:27:00,20:57:00
8946,25,الجغبوب,Aljaghbub,6,10,06-10,03:35:00,05:20:00,12:25:00,15:56:00,19:27:00,20:57:00
8947,25,الجغبوب,Aljaghbub,6,11,06-11,03:35:00,05:20:00,12:25:00,15:56:00,19:28:00,20:58:00
8948,25,الجغبوب,Aljaghbub,6,12,06-12,03:35:00,05:20:00,12:25:00,15:56:00,19:28:00,20:58:00
8949,25,الجغبوب,Aljaghbub,6,13,06-13,03:35:00,05:20:00,12:25:00,15:56:00,19:28:00,20:59:00
8950,25,الجغبوب,Aljaghbub,6,14,06-14,03:35:00,05:20:00,12:26:00,15:56:00,19:29:00,20:59:00
8951,25,الجغبوب,Aljaghbub,6,15,06-15,03:34:00,05:20:00,12:26:00,15:57:00,19:29:00,20:59:00
8952,25,الجغبوب,Aljaghbub,6,16,06-16,03:34:00,05:21:00,12:26:00,15:57:00,19:29:00,20:59:00
8953,25,الجغبوب,Aljaghbub,6,17,06-17,03:34:00,05:21:00,12:26:00,15:57:00,19:30:00,21:00:00
8954,25,الجغبوب,Aljaghbub,6,18,06-18,03:34:00,05:21:00,12:26:00,15:57:00,19:30:00,21:00:00
8955,25,الجغبوب,Aljaghbub,6,19,06-19,03:34:00,05:21:00,12:27:00,15:57:00,19:30:00,21:00:00
8956,25,الجغبوب,Aljaghbub,6,20,06-20,03:34:00,05:21:00,12:27:00,15:58:00,19:31:00,21:01:00
8957,25,الجغبوب,Aljaghbub,6,21,06-21,03:35:00,05:21:00,12:27:00,15:58:00,19:31:00,21:01:00
8958,25,الجغبوب,Aljaghbub,6,22,06-22,03:35:00,05:22:00,12:27:00,15:58:00,19:31:00,21:01:00
8959,25,الجغبوب,Aljaghbub,6,23,06-23,03:36:00,05:22:00,12:27:00,15:58:00,19:31:00,21:01:00
8960,25,الجغبوب,Aljaghbub,6,24,06-24,03:36:00,05:22:00,12:28:00,15:58:00,19:31:00,21:01:00
8961,25,الجغبوب,Aljaghbub,6,25,06-25,03:36:00,05:22:00,12:28:00,15:59:00,19:32:00,21:02:00
8962,25,الجغبوب,Aljaghbub,6,26,06-26,03:37:00,05:23:00,12:28:00,15:59:00,19:32:00,21:02:00
8963,25,الجغبوب,Aljaghbub,6,27,06-27,03:37:00,05:23:00,12:28:00,15:59:00,19:32:00,21:02:00
8964,25,الجغبوب,Aljaghbub,6,28,06-28,03:37:00,05:23:00,12:28:00,15:59:00,19:32:00,21:02:00
8965,25,الجغبوب,Aljaghbub,6,29,06-29,03:37:00,05:24:00,12:29:00,15:59:00,19:32:00,21:02:00
8966,25,الجغبوب,Aljaghbub,6,30,06-30,03:38:00,05:24:00,12:29:00,16:00:00,19:32:00,21:02:00
8967,25,الجغبوب,Aljaghbub,7,1,07-01,03:38:00,05:24:00,12:29:00,16:00:00,19:32:00,21:02:00
8968,25,الجغبوب,Aljaghbub,7,2,07-02,03:39:00,05:25:00,12:29:00,16:00:00,19:32:00,21:02:00
8969,25,الجغبوب,Aljaghbub,7,3,07-03,03:39:00,05:25:00,12:29:00,16:00:00,19:32:00,21:02:00
8970,25,الجغبوب,Aljaghbub,7,4,07-04,03:40:00,05:25:00,12:30:00,16:01:00,19:32:00,21:02:00
8971,25,الجغبوب,Aljaghbub,7,5,07-05,03:40:00,05:26:00,12:30:00,16:01:00,19:32:00,21:02:00
8972,25,الجغبوب,Aljaghbub,7,6,07-06,03:41:00,05:26:00,12:30:00,16:01:00,19:32:00,21:02:00
8973,25,الجغبوب,Aljaghbub,7,7,07-07,03:41:00,05:27:00,12:30:00,16:01:00,19:31:00,21:01:00
8974,25,الجغبوب,Aljaghbub,7,8,07-08,03:41:00,05:27:00,12:30:00,16:01:00,19:31:00,21:01:00
8975,25,الجغبوب,Aljaghbub,7,9,07-09,03:42:00,05:28:00,12:30:00,16:02:00,19:31:00,21:01:00
8976,25,الجغبوب,Aljaghbub,7,10,07-10,03:43:00,05:28:00,12:30:00,16:02:00,19:31:00,21:01:00
8977,25,الجغبوب,Aljaghbub,7,11,07-11,03:44:00,05:29:00,12:31:00,16:02:00,19:31:00,21:01:00
8978,25,الجغبوب,Aljaghbub,7,12,07-12,03:45:00,05:29:00,12:31:00,16:02:00,19:30:00,21:00:00
8979,25,الجغبوب,Aljaghbub,7,13,07-13,03:46:00,05:30:00,12:31:00,16:02:00,19:30:00,21:00:00
8980,25,الجغبوب,Aljaghbub,7,14,07-14,03:47:00,05:30:00,12:31:00,16:02:00,19:30:00,21:00:00
8981,25,الجغبوب,Aljaghbub,7,15,07-15,03:48:00,05:31:00,12:31:00,16:03:00,19:30:00,21:00:00
8982,25,الجغبوب,Aljaghbub,7,16,07-16,03:49:00,05:31:00,12:31:00,16:03:00,19:29:00,20:59:00
8983,25,الجغبوب,Aljaghbub,7,17,07-17,03:49:00,05:32:00,12:31:00,16:03:00,19:29:00,20:59:00
8984,25,الجغبوب,Aljaghbub,7,18,07-18,03:50:00,05:32:00,12:31:00,16:03:00,19:28:00,20:58:00
8985,25,الجغبوب,Aljaghbub,7,19,07-19,03:51:00,05:33:00,12:31:00,16:03:00,19:28:00,20:58:00
8986,25,الجغبوب,Aljaghbub,7,20,07-20,03:52:00,05:34:00,12:31:00,16:03:00,19:28:00,20:58:00
8987,25,الجغبوب,Aljaghbub,7,21,07-21,03:53:00,05:34:00,12:32:00,16:03:00,19:27:00,20:57:00
8988,25,الجغبوب,Aljaghbub,7,22,07-22,03:53:00,05:35:00,12:32:00,16:04:00,19:26:00,20:56:00
8989,25,الجغبوب,Aljaghbub,7,23,07-23,03:54:00,05:35:00,12:32:00,16:04:00,19:26:00,20:56:00
8990,25,الجغبوب,Aljaghbub,7,24,07-24,03:55:00,05:36:00,12:32:00,16:04:00,19:25:00,20:55:00
8991,25,الجغبوب,Aljaghbub,7,25,07-25,03:55:00,05:36:00,12:32:00,16:04:00,19:25:00,20:55:00
8992,25,الجغبوب,Aljaghbub,7,26,07-26,03:56:00,05:37:00,12:32:00,16:04:00,19:24:00,20:54:00
8993,25,الجغبوب,Aljaghbub,7,27,07-27,03:57:00,05:38:00,12:32:00,16:04:00,19:24:00,20:54:00
8994,25,الجغبوب,Aljaghbub,7,28,07-28,03:58:00,05:38:00,12:32:00,16:04:00,19:23:00,20:53:00
8995,25,الجغبوب,Aljaghbub,7,29,07-29,03:59:00,05:39:00,12:32:00,16:04:00,19:22:00,20:52:00
8996,25,الجغبوب,Aljaghbub,7,30,07-30,04:00:00,05:39:00,12:32:00,16:04:00,19:22:00,20:52:00
8997,25,الجغبوب,Aljaghbub,7,31,07-31,04:01:00,05:40:00,12:32:00,16:04:00,19:21:00,20:51:00
8998,25,الجغبوب,Aljaghbub,8,1,08-01,04:02:00,05:41:00,12:32:00,16:04:00,19:20:00,20:50:00
8999,25,الجغبوب,Aljaghbub,8,2,08-02,04:03:00,05:41:00,12:32:00,16:04:00,19:20:00,20:50:00
9000,25,الجغبوب,Aljaghbub,8,3,08-03,04:04:00,05:42:00,12:32:00,16:04:00,19:19:00,20:49:00
9001,25,الجغبوب,Aljaghbub,8,4,08-04,04:04:00,05:43:00,12:31:00,16:04:00,19:18:00,20:48:00
9002,25,الجغبوب,Aljaghbub,8,5,08-05,04:05:00,05:43:00,12:31:00,16:04:00,19:17:00,20:47:00
9003,25,الجغبوب,Aljaghbub,8,6,08-06,04:06:00,05:44:00,12:31:00,16:04:00,19:16:00,20:46:00
9004,25,الجغبوب,Aljaghbub,8,7,08-07,04:07:00,05:44:00,12:31:00,16:04:00,19:16:00,20:46:00
9005,25,الجغبوب,Aljaghbub,8,8,08-08,04:08:00,05:45:00,12:31:00,16:03:00,19:15:00,20:45:00
9006,25,الجغبوب,Aljaghbub,8,9,08-09,04:09:00,05:46:00,12:31:00,16:03:00,19:14:00,20:44:00
9007,25,الجغبوب,Aljaghbub,8,10,08-10,04:10:00,05:46:00,12:31:00,16:03:00,19:13:00,20:43:00
9008,25,الجغبوب,Aljaghbub,8,11,08-11,04:11:00,05:47:00,12:31:00,16:03:00,19:12:00,20:42:00
9009,25,الجغبوب,Aljaghbub,8,12,08-12,04:12:00,05:47:00,12:31:00,16:03:00,19:11:00,20:41:00
9010,25,الجغبوب,Aljaghbub,8,13,08-13,04:13:00,05:48:00,12:30:00,16:03:00,19:10:00,20:40:00
9011,25,الجغبوب,Aljaghbub,8,14,08-14,04:13:00,05:49:00,12:30:00,16:02:00,19:09:00,20:39:00
9012,25,الجغبوب,Aljaghbub,8,15,08-15,04:14:00,05:49:00,12:30:00,16:02:00,19:08:00,20:38:00
9013,25,الجغبوب,Aljaghbub,8,16,08-16,04:15:00,05:50:00,12:30:00,16:02:00,19:07:00,20:37:00
9014,25,الجغبوب,Aljaghbub,8,17,08-17,04:16:00,05:50:00,12:30:00,16:02:00,19:06:00,20:36:00
9015,25,الجغبوب,Aljaghbub,8,18,08-18,04:17:00,05:51:00,12:29:00,16:01:00,19:05:00,20:35:00
9016,25,الجغبوب,Aljaghbub,8,19,08-19,04:18:00,05:51:00,12:29:00,16:01:00,19:04:00,20:34:00
9017,25,الجغبوب,Aljaghbub,8,20,08-20,04:19:00,05:52:00,12:29:00,16:01:00,19:03:00,20:33:00
9018,25,الجغبوب,Aljaghbub,8,21,08-21,04:19:00,05:53:00,12:29:00,16:00:00,19:02:00,20:32:00
9019,25,الجغبوب,Aljaghbub,8,22,08-22,04:20:00,05:53:00,12:29:00,16:00:00,19:01:00,20:31:00
9020,25,الجغبوب,Aljaghbub,8,23,08-23,04:21:00,05:54:00,12:28:00,16:00:00,19:00:00,20:30:00
