prayerId,cityId,cityNameAR,cityNameEN,month,day,date,fajr,sunrise,dhuhr,asr,maghrib,isha
1,1,إجدابيا,ejdabia,1,1,01-01,06:08:00,07:36:00,12:46:00,15:29:00,17:52:00,19:16:00
2,1,إجدابيا,ejdabia,1,2,01-02,06:09:00,07:37:00,12:47:00,15:30:00,17:53:00,19:16:00
3,1,إجدابيا,ejdabia,1,3,01-03,06:09:00,07:37:00,12:47:00,15:31:00,17:53:00,19:17:00
4,1,إجدابيا,ejdabia,1,4,01-04,06:09:00,07:37:00,12:48:00,15:32:00,17:54:00,19:18:00
5,1,إجدابيا,ejdabia,1,5,01-05,06:09:00,07:37:00,12:48:00,15:32:00,17:55:00,19:18:00
6,1,إجدابيا,ejdabia,1,6,01-06,06:10:00,07:37:00,12:48:00,15:33:00,17:56:00,19:19:00
7,1,إجدابيا,ejdabia,1,7,01-07,06:10:00,07:37:00,12:49:00,15:34:00,17:56:00,19:20:00
8,1,إجدابيا,ejdabia,1,8,01-08,06:10:00,07:37:00,12:49:00,15:34:00,17:57:00,19:21:00
9,1,إجدابيا,ejdabia,1,9,01-09,06:10:00,07:37:00,12:50:00,15:35:00,17:58:00,19:21:00
10,1,إجدابيا,ejdabia,1,10,01-10,06:10:00,07:37:00,12:50:00,15:36:00,17:59:00,19:22:00
11,1,إجدابيا,ejdabia,1,11,01-11,06:10:00,07:37:00,12:50:00,15:37:00,18:00:00,19:23:00
12,1,إجدابيا,ejdabia,1,12,01-12,06:10:00,07:37:00,12:51:00,15:37:00,18:01:00,19:23:00
13,1,إجدابيا,ejdabia,1,13,01-13,06:10:00,07:37:00,12:51:00,15:38:00,18:01:00,19:24:00
14,1,إجدابيا,ejdabia,1,14,01-14,06:10:00,07:37:00,12:52:00,15:39:00,18:02:00,19:25:00
15,1,إجدابيا,ejdabia,1,15,01-15,06:10:00,07:37:00,12:52:00,15:40:00,18:03:00,19:26:00
16,1,إجدابيا,ejdabia,1,16,01-16,06:10:00,07:37:00,12:52:00,15:41:00,18:04:00,19:26:00
17,1,إجدابيا,ejdabia,1,17,01-17,06:10:00,07:36:00,12:53:00,15:41:00,18:05:00,19:27:00
18,1,إجدابيا,ejdabia,1,18,01-18,06:10:00,07:36:00,12:53:00,15:42:00,18:06:00,19:28:00
19,1,إجدابيا,ejdabia,1,19,01-19,06:10:00,07:36:00,12:53:00,15:43:00,18:07:00,19:29:00
20,1,إجدابيا,ejdabia,1,20,01-20,06:10:00,07:36:00,12:54:00,15:44:00,18:08:00,19:30:00
21,1,إجدابيا,ejdabia,1,21,01-21,06:10:00,07:35:00,12:54:00,15:45:00,18:08:00,19:30:00
22,1,إجدابيا,ejdabia,1,22,01-22,06:09:00,07:35:00,12:54:00,15:45:00,18:09:00,19:31:00
23,1,إجدابيا,ejdabia,1,23,01-23,06:09:00,07:35:00,12:55:00,15:46:00,18:10:00,19:32:00
24,1,إجدابيا,ejdabia,1,24,01-24,06:09:00,07:34:00,12:55:00,15:47:00,18:11:00,19:33:00
25,1,إجدابيا,ejdabia,1,25,01-25,06:09:00,07:34:00,12:55:00,15:48:00,18:12:00,19:33:00
26,1,إجدابيا,ejdabia,1,26,01-26,06:08:00,07:34:00,12:55:00,15:48:00,18:13:00,19:34:00
27,1,إجدابيا,ejdabia,1,27,01-27,06:08:00,07:33:00,12:55:00,15:49:00,18:14:00,19:35:00
28,1,إجدابيا,ejdabia,1,28,01-28,06:08:00,07:33:00,12:56:00,15:50:00,18:15:00,19:36:00
29,1,إجدابيا,ejdabia,1,29,01-29,06:07:00,07:32:00,12:56:00,15:51:00,18:16:00,19:36:00
30,1,إجدابيا,ejdabia,1,30,01-30,06:07:00,07:32:00,12:56:00,15:51:00,18:17:00,19:37:00
31,1,إجدابيا,ejdabia,1,31,01-31,06:06:00,07:31:00,12:56:00,15:52:00,18:17:00,19:38:00
32,1,إجدابيا,ejdabia,2,1,02-01,06:06:00,07:30:00,12:56:00,15:53:00,18:18:00,19:39:00
33,1,إجدابيا,ejdabia,2,2,02-02,06:06:00,07:30:00,12:57:00,15:54:00,18:19:00,19:40:00
34,1,إجدابيا,ejdabia,2,3,02-03,06:05:00,07:29:00,12:57:00,15:54:00,18:20:00,19:40:00
35,1,إجدابيا,ejdabia,2,4,02-04,06:05:00,07:29:00,12:57:00,15:55:00,18:21:00,19:41:00
36,1,إجدابيا,ejdabia,2,5,02-05,06:04:00,07:28:00,12:57:00,15:56:00,18:22:00,19:42:00
37,1,إجدابيا,ejdabia,2,6,02-06,06:03:00,07:27:00,12:57:00,15:56:00,18:23:00,19:43:00
38,1,إجدابيا,ejdabia,2,7,02-07,06:03:00,07:26:00,12:57:00,15:57:00,18:24:00,19:43:00
39,1,إجدابيا,ejdabia,2,8,02-08,06:02:00,07:26:00,12:57:00,15:58:00,18:25:00,19:44:00
40,1,إجدابيا,ejdabia,2,9,02-09,06:02:00,07:25:00,12:57:00,15:58:00,18:25:00,19:45:00
41,1,إجدابيا,ejdabia,2,10,02-10,06:01:00,07:24:00,12:57:00,15:59:00,18:26:00,19:46:00
42,1,إجدابيا,ejdabia,2,11,02-11,06:00:00,07:23:00,12:57:00,16:00:00,18:27:00,19:46:00
43,1,إجدابيا,ejdabia,2,12,02-12,05:59:00,07:22:00,12:57:00,16:00:00,18:28:00,19:47:00
44,1,إجدابيا,ejdabia,2,13,02-13,05:59:00,07:22:00,12:57:00,16:01:00,18:29:00,19:48:00
45,1,إجدابيا,ejdabia,2,14,02-14,05:58:00,07:21:00,12:57:00,16:02:00,18:30:00,19:48:00
46,1,إجدابيا,ejdabia,2,15,02-15,05:57:00,07:20:00,12:57:00,16:02:00,18:30:00,19:49:00
47,1,إجدابيا,ejdabia,2,16,02-16,05:56:00,07:19:00,12:57:00,16:03:00,18:31:00,19:50:00
48,1,إجدابيا,ejdabia,2,17,02-17,05:55:00,07:18:00,12:57:00,16:03:00,18:32:00,19:51:00
49,1,إجدابيا,ejdabia,2,18,02-18,05:55:00,07:17:00,12:57:00,16:04:00,18:33:00,19:51:00
50,1,إجدابيا,ejdabia,2,19,02-19,05:54:00,07:16:00,12:57:00,16:04:00,18:34:00,19:52:00
51,1,إجدابيا,ejdabia,2,20,02-20,05:53:00,07:15:00,12:57:00,16:05:00,18:34:00,19:53:00
52,1,إجدابيا,ejdabia,2,21,02-21,05:52:00,07:14:00,12:57:00,16:05:00,18:35:00,19:53:00
53,1,إجدابيا,ejdabia,2,22,02-22,05:51:00,07:13:00,12:57:00,16:06:00,18:36:00,19:54:00
54,1,إجدابيا,ejdabia,2,23,02-23,05:50:00,07:12:00,12:56:00,16:06:00,18:37:00,19:55:00
55,1,إجدابيا,ejdabia,2,24,02-24,05:49:00,07:11:00,12:56:00,16:07:00,18:38:00,19:56:00
56,1,إجدابيا,ejdabia,2,25,02-25,05:48:00,07:10:00,12:56:00,16:07:00,18:38:00,19:56:00
57,1,إجدابيا,ejdabia,2,26,02-26,05:47:00,07:09:00,12:56:00,16:08:00,18:39:00,19:57:00
58,1,إجدابيا,ejdabia,2,27,02-27,05:46:00,07:08:00,12:56:00,16:08:00,18:40:00,19:58:00
59,1,إجدابيا,ejdabia,2,28,02-28,05:45:00,07:07:00,12:56:00,16:08:00,18:40:00,19:58:00
60,1,إجدابيا,ejdabia,2,29,02-29,05:45:00,07:07:00,12:56:00,16:08:00,18:40:00,19:58:00
61,1,إجدابيا,ejdabia,3,1,03-01,05:44:00,07:06:00,12:55:00,16:09:00,18:41:00,19:59:00
62,1,إجدابيا,ejdabia,3,2,03-02,05:43:00,07:04:00,12:55:00,16:09:00,18:42:00,20:00:00
63,1,إجدابيا,ejdabia,3,3,03-03,05:42:00,07:03:00,12:55:00,16:09:00,18:43:00,20:00:00
64,1,إجدابيا,ejdabia,3,4,03-04,05:41:00,07:02:00,12:55:00,16:10:00,18:43:00,20:01:00
65,1,إجدابيا,ejdabia,3,5,03-05,05:39:00,07:01:00,12:55:00,16:10:00,18:44:00,20:02:00
66,1,إجدابيا,ejdabia,3,6,03-06,05:38:00,07:00:00,12:54:00,16:10:00,18:45:00,20:02:00
67,1,إجدابيا,ejdabia,3,7,03-07,05:37:00,06:59:00,12:54:00,16:11:00,18:45:00,20:03:00
68,1,إجدابيا,ejdabia,3,8,03-08,05:36:00,06:57:00,12:54:00,16:11:00,18:46:00,20:04:00
69,1,إجدابيا,ejdabia,3,9,03-09,05:35:00,06:56:00,12:54:00,16:11:00,18:47:00,20:04:00
70,1,إجدابيا,ejdabia,3,10,03-10,05:34:00,06:55:00,12:53:00,16:12:00,18:47:00,20:05:00
71,1,إجدابيا,ejdabia,3,11,03-11,05:32:00,06:54:00,12:53:00,16:12:00,18:48:00,20:06:00
72,1,إجدابيا,ejdabia,3,12,03-12,05:31:00,06:53:00,12:53:00,16:12:00,18:49:00,20:06:00
73,1,إجدابيا,ejdabia,3,13,03-13,05:30:00,06:51:00,12:52:00,16:12:00,18:49:00,20:07:00
74,1,إجدابيا,ejdabia,3,14,03-14,05:29:00,06:50:00,12:52:00,16:12:00,18:50:00,20:08:00
75,1,إجدابيا,ejdabia,3,15,03-15,05:27:00,06:49:00,12:52:00,16:13:00,18:51:00,20:08:00
76,1,إجدابيا,ejdabia,3,16,03-16,05:26:00,06:48:00,12:52:00,16:13:00,18:51:00,20:09:00
77,1,إجدابيا,ejdabia,3,17,03-17,05:25:00,06:46:00,12:51:00,16:13:00,18:52:00,20:10:00
78,1,إجدابيا,ejdabia,3,18,03-18,05:23:00,06:45:00,12:51:00,16:13:00,18:53:00,20:10:00
79,1,إجدابيا,ejdabia,3,19,03-19,05:22:00,06:44:00,12:51:00,16:13:00,18:53:00,20:11:00
80,1,إجدابيا,ejdabia,3,20,03-20,05:21:00,06:43:00,12:50:00,16:13:00,18:54:00,20:12:00
81,1,إجدابيا,ejdabia,3,21,03-21,05:19:00,06:41:00,12:50:00,16:14:00,18:54:00,20:12:00
82,1,إجدابيا,ejdabia,3,22,03-22,05:18:00,06:40:00,12:50:00,16:14:00,18:55:00,20:13:00
83,1,إجدابيا,ejdabia,3,23,03-23,05:17:00,06:39:00,12:49:00,16:14:00,18:56:00,20:14:00
84,1,إجدابيا,ejdabia,3,24,03-24,05:15:00,06:38:00,12:49:00,16:14:00,18:56:00,20:15:00
85,1,إجدابيا,ejdabia,3,25,03-25,05:14:00,06:36:00,12:49:00,16:14:00,18:57:00,20:15:00
86,1,إجدابيا,ejdabia,3,26,03-26,05:13:00,06:35:00,12:48:00,16:14:00,18:58:00,20:16:00
87,1,إجدابيا,ejdabia,3,27,03-27,05:11:00,06:34:00,12:48:00,16:14:00,18:58:00,20:17:00
88,1,إجدابيا,ejdabia,3,28,03-28,05:10:00,06:33:00,12:48:00,16:14:00,18:59:00,20:17:00
89,1,إجدابيا,ejdabia,3,29,03-29,05:09:00,06:31:00,12:47:00,16:14:00,18:59:00,20:18:00
90,1,إجدابيا,ejdabia,3,30,03-30,05:07:00,06:30:00,12:47:00,16:14:00,19:00:00,20:19:00
91,1,إجدابيا,ejdabia,3,31,03-31,05:06:00,06:29:00,12:47:00,16:14:00,19:01:00,20:20:00
92,1,إجدابيا,ejdabia,4,1,04-01,05:05:00,06:28:00,12:46:00,16:14:00,19:01:00,20:20:00
93,1,إجدابيا,ejdabia,4,2,04-02,05:03:00,06:26:00,12:46:00,16:14:00,19:02:00,20:21:00
94,1,إجدابيا,ejdabia,4,3,04-03,05:02:00,06:25:00,12:46:00,16:14:00,19:02:00,20:22:00
95,1,إجدابيا,ejdabia,4,4,04-04,05:00:00,06:24:00,12:46:00,16:14:00,19:03:00,20:23:00
96,1,إجدابيا,ejdabia,4,5,04-05,04:59:00,06:23:00,12:45:00,16:14:00,19:04:00,20:23:00
97,1,إجدابيا,ejdabia,4,6,04-06,04:58:00,06:22:00,12:45:00,16:14:00,19:04:00,20:24:00
98,1,إجدابيا,ejdabia,4,7,04-07,04:56:00,06:20:00,12:45:00,16:14:00,19:05:00,20:25:00
99,1,إجدابيا,ejdabia,4,8,04-08,04:55:00,06:19:00,12:44:00,16:14:00,19:06:00,20:26:00
100,1,إجدابيا,ejdabia,4,9,04-09,04:54:00,06:18:00,12:44:00,16:14:00,19:06:00,20:26:00
101,1,إجدابيا,ejdabia,4,10,04-10,04:52:00,06:17:00,12:44:00,16:14:00,19:07:00,20:27:00
102,1,إجدابيا,ejdabia,4,11,04-11,04:51:00,06:16:00,12:44:00,16:14:00,19:07:00,20:28:00
103,1,إجدابيا,ejdabia,4,12,04-12,04:50:00,06:14:00,12:43:00,16:14:00,19:08:00,20:29:00
104,1,إجدابيا,ejdabia,4,13,04-13,04:48:00,06:13:00,12:43:00,16:14:00,19:09:00,20:30:00
105,1,إجدابيا,ejdabia,4,14,04-14,04:47:00,06:12:00,12:43:00,16:14:00,19:09:00,20:31:00
106,1,إجدابيا,ejdabia,4,15,04-15,04:46:00,06:11:00,12:42:00,16:14:00,19:10:00,20:31:00
107,1,إجدابيا,ejdabia,4,16,04-16,04:44:00,06:10:00,12:42:00,16:14:00,19:11:00,20:32:00
108,1,إجدابيا,ejdabia,4,17,04-17,04:43:00,06:09:00,12:42:00,16:14:00,19:11:00,20:33:00
109,1,إجدابيا,ejdabia,4,18,04-18,04:42:00,06:08:00,12:42:00,16:14:00,19:12:00,20:34:00
110,1,إجدابيا,ejdabia,4,19,04-19,04:40:00,06:06:00,12:42:00,16:14:00,19:13:00,20:35:00
111,1,إجدابيا,ejdabia,4,20,04-20,04:39:00,06:05:00,12:41:00,16:14:00,19:13:00,20:36:00
112,1,إجدابيا,ejdabia,4,21,04-21,04:38:00,06:04:00,12:41:00,16:14:00,19:14:00,20:37:00
113,1,إجدابيا,ejdabia,4,22,04-22,04:36:00,06:03:00,12:41:00,16:14:00,19:15:00,20:38:00
114,1,إجدابيا,ejdabia,4,23,04-23,04:35:00,06:02:00,12:41:00,16:14:00,19:15:00,20:38:00
115,1,إجدابيا,ejdabia,4,24,04-24,04:34:00,06:01:00,12:41:00,16:14:00,19:16:00,20:39:00
116,1,إجدابيا,ejdabia,4,25,04-25,04:33:00,06:00:00,12:40:00,16:14:00,19:17:00,20:40:00
117,1,إجدابيا,ejdabia,4,26,04-26,04:31:00,05:59:00,12:40:00,16:14:00,19:17:00,20:41:00
118,1,إجدابيا,ejdabia,4,27,04-27,04:30:00,05:58:00,12:40:00,16:14:00,19:18:00,20:42:00
119,1,إجدابيا,ejdabia,4,28,04-28,04:29:00,05:57:00,12:40:00,16:14:00,19:19:00,20:43:00
120,1,إجدابيا,ejdabia,4,29,04-29,04:28:00,05:56:00,12:40:00,16:13:00,19:19:00,20:44:00
121,1,إجدابيا,ejdabia,4,30,04-30,04:27:00,05:55:00,12:40:00,16:13:00,19:20:00,20:45:00
122,1,إجدابيا,ejdabia,5,1,05-01,04:25:00,05:55:00,12:40:00,16:13:00,19:21:00,20:46:00
123,1,إجدابيا,ejdabia,5,2,05-02,04:24:00,05:54:00,12:39:00,16:13:00,19:21:00,20:47:00
124,1,إجدابيا,ejdabia,5,3,05-03,04:23:00,05:53:00,12:39:00,16:13:00,19:22:00,20:48:00
125,1,إجدابيا,ejdabia,5,4,05-04,04:22:00,05:52:00,12:39:00,16:13:00,19:23:00,20:49:00
126,1,إجدابيا,ejdabia,5,5,05-05,04:21:00,05:51:00,12:39:00,16:13:00,19:23:00,20:50:00
127,1,إجدابيا,ejdabia,5,6,05-06,04:20:00,05:50:00,12:39:00,16:13:00,19:24:00,20:51:00
128,1,إجدابيا,ejdabia,5,7,05-07,04:19:00,05:49:00,12:39:00,16:13:00,19:25:00,20:52:00
129,1,إجدابيا,ejdabia,5,8,05-08,04:18:00,05:49:00,12:39:00,16:13:00,19:25:00,20:52:00
130,1,إجدابيا,ejdabia,5,9,05-09,04:17:00,05:48:00,12:39:00,16:13:00,19:26:00,20:53:00
131,1,إجدابيا,ejdabia,5,10,05-10,04:16:00,05:47:00,12:39:00,16:13:00,19:27:00,20:54:00
132,1,إجدابيا,ejdabia,5,11,05-11,04:15:00,05:46:00,12:39:00,16:13:00,19:27:00,20:55:00
133,1,إجدابيا,ejdabia,5,12,05-12,04:14:00,05:46:00,12:39:00,16:13:00,19:28:00,20:56:00
134,1,إجدابيا,ejdabia,5,13,05-13,04:13:00,05:45:00,12:39:00,16:13:00,19:29:00,20:57:00
135,1,إجدابيا,ejdabia,5,14,05-14,04:12:00,05:44:00,12:39:00,16:13:00,19:29:00,20:58:00
136,1,إجدابيا,ejdabia,5,15,05-15,04:11:00,05:44:00,12:39:00,16:13:00,19:30:00,20:59:00
137,1,إجدابيا,ejdabia,5,16,05-16,04:10:00,05:43:00,12:39:00,16:13:00,19:31:00,21:00:00
138,1,إجدابيا,ejdabia,5,17,05-17,04:09:00,05:43:00,12:39:00,16:13:00,19:31:00,21:01:00
139,1,إجدابيا,ejdabia,5,18,05-18,04:08:00,05:42:00,12:39:00,16:13:00,19:32:00,21:02:00
140,1,إجدابيا,ejdabia,5,19,05-19,04:07:00,05:41:00,12:39:00,16:13:00,19:33:00,21:03:00
141,1,إجدابيا,ejdabia,5,20,05-20,04:07:00,05:41:00,12:39:00,16:13:00,19:33:00,21:04:00
142,1,إجدابيا,ejdabia,5,21,05-21,04:06:00,05:40:00,12:39:00,16:13:00,19:34:00,21:05:00
143,1,إجدابيا,ejdabia,5,22,05-22,04:05:00,05:40:00,12:39:00,16:13:00,19:35:00,21:06:00
144,1,إجدابيا,ejdabia,5,23,05-23,04:04:00,05:39:00,12:39:00,16:14:00,19:35:00,21:06:00
145,1,إجدابيا,ejdabia,5,24,05-24,04:04:00,05:39:00,12:39:00,16:14:00,19:36:00,21:07:00
146,1,إجدابيا,ejdabia,5,25,05-25,04:03:00,05:39:00,12:40:00,16:14:00,19:37:00,21:08:00
147,1,إجدابيا,ejdabia,5,26,05-26,04:02:00,05:38:00,12:40:00,16:14:00,19:37:00,21:09:00
148,1,إجدابيا,ejdabia,5,27,05-27,04:02:00,05:38:00,12:40:00,16:14:00,19:38:00,21:10:00
149,1,إجدابيا,ejdabia,5,28,05-28,04:01:00,05:37:00,12:40:00,16:14:00,19:38:00,21:11:00
150,1,إجدابيا,ejdabia,5,29,05-29,04:01:00,05:37:00,12:40:00,16:14:00,19:39:00,21:11:00
151,1,إجدابيا,ejdabia,5,30,05-30,04:00:00,05:37:00,12:40:00,16:14:00,19:40:00,21:12:00
152,1,إجدابيا,ejdabia,5,31,05-31,04:00:00,05:37:00,12:40:00,16:14:00,19:40:00,21:13:00
153,1,إجدابيا,ejdabia,6,1,06-01,03:59:00,05:36:00,12:40:00,16:14:00,19:41:00,21:14:00
154,1,إجدابيا,ejdabia,6,2,06-02,03:59:00,05:36:00,12:41:00,16:14:00,19:41:00,21:14:00
155,1,إجدابيا,ejdabia,6,3,06-03,03:58:00,05:36:00,12:41:00,16:14:00,19:42:00,21:15:00
156,1,إجدابيا,ejdabia,6,4,06-04,03:58:00,05:36:00,12:41:00,16:15:00,19:42:00,21:16:00
157,1,إجدابيا,ejdabia,6,5,06-05,03:58:00,05:36:00,12:41:00,16:15:00,19:43:00,21:17:00
158,1,إجدابيا,ejdabia,6,6,06-06,03:57:00,05:35:00,12:41:00,16:15:00,19:43:00,21:17:00
159,1,إجدابيا,ejdabia,6,7,06-07,03:57:00,05:35:00,12:41:00,16:15:00,19:44:00,21:18:00
160,1,إجدابيا,ejdabia,6,8,06-08,03:57:00,05:35:00,12:42:00,16:15:00,19:44:00,21:18:00
161,1,إجدابيا,ejdabia,6,9,06-09,03:57:00,05:35:00,12:42:00,16:15:00,19:45:00,21:19:00
162,1,إجدابيا,ejdabia,6,10,06-10,03:57:00,05:35:00,12:42:00,16:15:00,19:45:00,21:19:00
163,1,إجدابيا,ejdabia,6,11,06-11,03:56:00,05:35:00,12:42:00,16:16:00,19:45:00,21:20:00
164,1,إجدابيا,ejdabia,6,12,06-12,03:56:00,05:35:00,12:42:00,16:16:00,19:46:00,21:21:00
165,1,إجدابيا,ejdabia,6,13,06-13,03:56:00,05:35:00,12:43:00,16:16:00,19:46:00,21:21:00
166,1,إجدابيا,ejdabia,6,14,06-14,03:56:00,05:35:00,12:43:00,16:16:00,19:46:00,21:21:00
167,1,إجدابيا,ejdabia,6,15,06-15,03:56:00,05:35:00,12:43:00,16:16:00,19:47:00,21:22:00
168,1,إجدابيا,ejdabia,6,16,06-16,03:56:00,05:35:00,12:43:00,16:17:00,19:47:00,21:22:00
169,1,إجدابيا,ejdabia,6,17,06-17,03:56:00,05:35:00,12:43:00,16:17:00,19:47:00,21:23:00
170,1,إجدابيا,ejdabia,6,18,06-18,03:56:00,05:35:00,12:44:00,16:17:00,19:48:00,21:23:00
171,1,إجدابيا,ejdabia,6,19,06-19,03:56:00,05:36:00,12:44:00,16:17:00,19:48:00,21:23:00
172,1,إجدابيا,ejdabia,6,20,06-20,03:57:00,05:36:00,12:44:00,16:17:00,19:48:00,21:23:00
173,1,إجدابيا,ejdabia,6,21,06-21,03:57:00,05:36:00,12:44:00,16:18:00,19:48:00,21:24:00
174,1,إجدابيا,ejdabia,6,22,06-22,03:57:00,05:36:00,12:44:00,16:18:00,19:49:00,21:24:00
175,1,إجدابيا,ejdabia,6,23,06-23,03:57:00,05:36:00,12:45:00,16:18:00,19:49:00,21:24:00
176,1,إجدابيا,ejdabia,6,24,06-24,03:58:00,05:37:00,12:45:00,16:18:00,19:49:00,21:24:00
177,1,إجدابيا,ejdabia,6,25,06-25,03:58:00,05:37:00,12:45:00,16:18:00,19:49:00,21:24:00
178,1,إجدابيا,ejdabia,6,26,06-26,03:58:00,05:37:00,12:45:00,16:19:00,19:49:00,21:24:00
179,1,إجدابيا,ejdabia,6,27,06-27,03:59:00,05:38:00,12:45:00,16:19:00,19:49:00,21:24:00
180,1,إجدابيا,ejdabia,6,28,06-28,03:59:00,05:38:00,12:46:00,16:19:00,19:49:00,21:24:00
181,1,إجدابيا,ejdabia,6,29,06-29,03:59:00,05:38:00,12:46:00,16:19:00,19:49:00,21:24:00
182,1,إجدابيا,ejdabia,6,30,06-30,04:00:00,05:39:00,12:46:00,16:19:00,19:49:00,21:24:00
183,1,إجدابيا,ejdabia,7,1,07-01,04:00:00,05:39:00,12:46:00,16:20:00,19:49:00,21:24:00
184,1,إجدابيا,ejdabia,7,2,07-02,04:01:00,05:39:00,12:46:00,16:20:00,19:49:00,21:24:00
185,1,إجدابيا,ejdabia,7,3,07-03,04:01:00,05:40:00,12:47:00,16:20:00,19:49:00,21:24:00
186,1,إجدابيا,ejdabia,7,4,07-04,04:02:00,05:40:00,12:47:00,16:20:00,19:49:00,21:24:00
187,1,إجدابيا,ejdabia,7,5,07-05,04:02:00,05:41:00,12:47:00,16:20:00,19:49:00,21:23:00
188,1,إجدابيا,ejdabia,7,6,07-06,04:03:00,05:41:00,12:47:00,16:21:00,19:49:00,21:23:00
189,1,إجدابيا,ejdabia,7,7,07-07,04:04:00,05:42:00,12:47:00,16:21:00,19:49:00,21:23:00
190,1,إجدابيا,ejdabia,7,8,07-08,04:04:00,05:42:00,12:47:00,16:21:00,19:49:00,21:22:00
191,1,إجدابيا,ejdabia,7,9,07-09,04:05:00,05:42:00,12:48:00,16:21:00,19:49:00,21:22:00
192,1,إجدابيا,ejdabia,7,10,07-10,04:06:00,05:43:00,12:48:00,16:21:00,19:48:00,21:22:00
193,1,إجدابيا,ejdabia,7,11,07-11,04:06:00,05:44:00,12:48:00,16:22:00,19:48:00,21:21:00
194,1,إجدابيا,ejdabia,7,12,07-12,04:07:00,05:44:00,12:48:00,16:22:00,19:48:00,21:21:00
195,1,إجدابيا,ejdabia,7,13,07-13,04:08:00,05:45:00,12:48:00,16:22:00,19:47:00,21:20:00
196,1,إجدابيا,ejdabia,7,14,07-14,04:09:00,05:45:00,12:48:00,16:22:00,19:47:00,21:20:00
197,1,إجدابيا,ejdabia,7,15,07-15,04:09:00,05:46:00,12:48:00,16:22:00,19:47:00,21:19:00
198,1,إجدابيا,ejdabia,7,16,07-16,04:10:00,05:46:00,12:48:00,16:22:00,19:46:00,21:19:00
199,1,إجدابيا,ejdabia,7,17,07-17,04:11:00,05:47:00,12:48:00,16:22:00,19:46:00,21:18:00
200,1,إجدابيا,ejdabia,7,18,07-18,04:12:00,05:47:00,12:49:00,16:23:00,19:46:00,21:17:00
201,1,إجدابيا,ejdabia,7,19,07-19,04:13:00,05:48:00,12:49:00,16:23:00,19:45:00,21:17:00
202,1,إجدابيا,ejdabia,7,20,07-20,04:13:00,05:49:00,12:49:00,16:23:00,19:45:00,21:16:00
203,1,إجدابيا,ejdabia,7,21,07-21,04:14:00,05:49:00,12:49:00,16:23:00,19:44:00,21:15:00
204,1,إجدابيا,ejdabia,7,22,07-22,04:15:00,05:50:00,12:49:00,16:23:00,19:44:00,21:14:00
205,1,إجدابيا,ejdabia,7,23,07-23,04:16:00,05:50:00,12:49:00,16:23:00,19:43:00,21:14:00
206,1,إجدابيا,ejdabia,7,24,07-24,04:17:00,05:51:00,12:49:00,16:23:00,19:43:00,21:13:00
207,1,إجدابيا,ejdabia,7,25,07-25,04:18:00,05:52:00,12:49:00,16:23:00,19:42:00,21:12:00
208,1,إجدابيا,ejdabia,7,26,07-26,04:19:00,05:52:00,12:49:00,16:23:00,19:42:00,21:11:00
209,1,إجدابيا,ejdabia,7,27,07-27,04:20:00,05:53:00,12:49:00,16:23:00,19:41:00,21:10:00
210,1,إجدابيا,ejdabia,7,28,07-28,04:20:00,05:53:00,12:49:00,16:23:00,19:40:00,21:09:00
211,1,إجدابيا,ejdabia,7,29,07-29,04:21:00,05:54:00,12:49:00,16:23:00,19:40:00,21:09:00
212,1,إجدابيا,ejdabia,7,30,07-30,04:22:00,05:55:00,12:49:00,16:23:00,19:39:00,21:08:00
213,1,إجدابيا,ejdabia,7,31,07-31,04:23:00,05:55:00,12:49:00,16:23:00,19:38:00,21:07:00
214,1,إجدابيا,ejdabia,8,1,08-01,04:24:00,05:56:00,12:49:00,16:23:00,19:38:00,21:06:00
215,1,إجدابيا,ejdabia,8,2,08-02,04:25:00,05:57:00,12:49:00,16:23:00,19:37:00,21:05:00
216,1,إجدابيا,ejdabia,8,3,08-03,04:26:00,05:57:00,12:49:00,16:23:00,19:36:00,21:04:00
217,1,إجدابيا,ejdabia,8,4,08-04,04:27:00,05:58:00,12:49:00,16:23:00,19:35:00,21:03:00
218,1,إجدابيا,ejdabia,8,5,08-05,04:28:00,05:59:00,12:49:00,16:23:00,19:35:00,21:01:00
219,1,إجدابيا,ejdabia,8,6,08-06,04:29:00,05:59:00,12:48:00,16:23:00,19:34:00,21:00:00
220,1,إجدابيا,ejdabia,8,7,08-07,04:29:00,06:00:00,12:48:00,16:22:00,19:33:00,20:59:00
221,1,إجدابيا,ejdabia,8,8,08-08,04:30:00,06:00:00,12:48:00,16:22:00,19:32:00,20:58:00
222,1,إجدابيا,ejdabia,8,9,08-09,04:31:00,06:01:00,12:48:00,16:22:00,19:31:00,20:57:00
223,1,إجدابيا,ejdabia,8,10,08-10,04:32:00,06:02:00,12:48:00,16:22:00,19:30:00,20:56:00
224,1,إجدابيا,ejdabia,8,11,08-11,04:33:00,06:02:00,12:48:00,16:22:00,19:29:00,20:55:00
225,1,إجدابيا,ejdabia,8,12,08-12,04:34:00,06:03:00,12:48:00,16:22:00,19:28:00,20:53:00
226,1,إجدابيا,ejdabia,8,13,08-13,04:35:00,06:04:00,12:48:00,16:21:00,19:27:00,20:52:00
227,1,إجدابيا,ejdabia,8,14,08-14,04:36:00,06:04:00,12:47:00,16:21:00,19:26:00,20:51:00
228,1,إجدابيا,ejdabia,8,15,08-15,04:37:00,06:05:00,12:47:00,16:21:00,19:26:00,20:50:00
